,count,mainCat,neighborhood,year
2927,1,domestic_violence,Skyline - Hillcrest Estates,2012
2928,1,domestic_violence,Skyline - Hillcrest Estates,2014
2929,86,domestic_violence,Sobrante Park,2007
2930,83,domestic_violence,Sobrante Park,2008
2931,86,domestic_violence,Sobrante Park,2009
2932,81,domestic_violence,Sobrante Park,2010
2933,48,domestic_violence,Sobrante Park,2011
2934,69,domestic_violence,Sobrante Park,2012
2935,60,domestic_violence,Sobrante Park,2013
2936,26,domestic_violence,Sobrante Park,2014
2937,14,domestic_violence,Sobrante Park,2015
2938,37,domestic_violence,South Kennedy Tract,2007
2939,41,domestic_violence,South Kennedy Tract,2008
2940,26,domestic_violence,South Kennedy Tract,2009
2941,26,domestic_violence,South Kennedy Tract,2010
2942,18,domestic_violence,South Kennedy Tract,2011
2943,8,domestic_violence,South Kennedy Tract,2012
2944,25,domestic_violence,South Kennedy Tract,2013
2945,7,domestic_violence,South Kennedy Tract,2014
2946,2,domestic_violence,South Kennedy Tract,2015
2947,16,domestic_violence,South Prescott,2007
2948,32,domestic_violence,South Prescott,2008
2949,23,domestic_violence,South Prescott,2009
2950,16,domestic_violence,South Prescott,2010
2951,32,domestic_violence,South Prescott,2011
2952,21,domestic_violence,South Prescott,2012
2953,18,domestic_violence,South Prescott,2013
2954,14,domestic_violence,South Prescott,2014
2955,5,domestic_violence,South Prescott,2015
2956,16,domestic_violence,South Stonehurst,2007
2957,19,domestic_violence,South Stonehurst,2008
2958,16,domestic_violence,South Stonehurst,2009
2959,14,domestic_violence,South Stonehurst,2010
2960,26,domestic_violence,South Stonehurst,2011
2961,16,domestic_violence,South Stonehurst,2012
2962,18,domestic_violence,South Stonehurst,2013
2963,10,domestic_violence,South Stonehurst,2014
2964,1,domestic_violence,South Stonehurst,2015
2965,134,domestic_violence,St. Elizabeth,2007
2966,128,domestic_violence,St. Elizabeth,2008
2967,101,domestic_violence,St. Elizabeth,2009
2968,96,domestic_violence,St. Elizabeth,2010
2969,114,domestic_violence,St. Elizabeth,2011
2970,110,domestic_violence,St. Elizabeth,2012
2971,108,domestic_violence,St. Elizabeth,2013
2972,46,domestic_violence,St. Elizabeth,2014
2973,10,domestic_violence,St. Elizabeth,2015
2974,68,domestic_violence,Temescal,2007
2975,63,domestic_violence,Temescal,2008
2976,81,domestic_violence,Temescal,2009
2977,68,domestic_violence,Temescal,2010
2978,32,domestic_violence,Temescal,2011
2979,38,domestic_violence,Temescal,2012
2980,58,domestic_violence,Temescal,2013
2981,17,domestic_violence,Temescal,2014
2982,3,domestic_violence,Temescal,2015
2983,123,domestic_violence,Toler Heights,2007
2984,130,domestic_violence,Toler Heights,2008
2985,126,domestic_violence,Toler Heights,2009
2986,102,domestic_violence,Toler Heights,2010
2987,87,domestic_violence,Toler Heights,2011
2988,91,domestic_violence,Toler Heights,2012
2989,88,domestic_violence,Toler Heights,2013
2990,39,domestic_violence,Toler Heights,2014
2991,16,domestic_violence,Toler Heights,2015
2992,24,domestic_violence,Trestle Glen,2007
2993,23,domestic_violence,Trestle Glen,2008
2994,20,domestic_violence,Trestle Glen,2009
2995,16,domestic_violence,Trestle Glen,2010
2996,22,domestic_violence,Trestle Glen,2011
2997,13,domestic_violence,Trestle Glen,2012
2998,16,domestic_violence,Trestle Glen,2013
2999,5,domestic_violence,Trestle Glen,2014
3000,2,domestic_violence,Trestle Glen,2015
3001,103,domestic_violence,Tuxedo,2007
3002,114,domestic_violence,Tuxedo,2008
3003,57,domestic_violence,Tuxedo,2009
3004,64,domestic_violence,Tuxedo,2010
3005,55,domestic_violence,Tuxedo,2011
3006,43,domestic_violence,Tuxedo,2012
3007,49,domestic_violence,Tuxedo,2013
3008,13,domestic_violence,Tuxedo,2014
3009,7,domestic_violence,Tuxedo,2015
3010,83,domestic_violence,Upper Dimond,2007
3011,66,domestic_violence,Upper Dimond,2008
3012,44,domestic_violence,Upper Dimond,2009
3013,70,domestic_violence,Upper Dimond,2010
3014,60,domestic_violence,Upper Dimond,2011
3015,42,domestic_violence,Upper Dimond,2012
3016,32,domestic_violence,Upper Dimond,2013
3017,19,domestic_violence,Upper Dimond,2014
3018,11,domestic_violence,Upper Dimond,2015
3019,102,domestic_violence,Upper Laurel,2007
3020,112,domestic_violence,Upper Laurel,2008
3021,95,domestic_violence,Upper Laurel,2009
3022,98,domestic_violence,Upper Laurel,2010
3023,96,domestic_violence,Upper Laurel,2011
3024,86,domestic_violence,Upper Laurel,2012
3025,78,domestic_violence,Upper Laurel,2013
3026,29,domestic_violence,Upper Laurel,2014
3027,17,domestic_violence,Upper Laurel,2015
3028,86,domestic_violence,Upper Peralta Creek/ Bartlett,2007
3029,69,domestic_violence,Upper Peralta Creek/ Bartlett,2008
3030,50,domestic_violence,Upper Peralta Creek/ Bartlett,2009
3031,49,domestic_violence,Upper Peralta Creek/ Bartlett,2010
3032,78,domestic_violence,Upper Peralta Creek/ Bartlett,2011
3033,73,domestic_violence,Upper Peralta Creek/ Bartlett,2012
3034,53,domestic_violence,Upper Peralta Creek/ Bartlett,2013
3035,22,domestic_violence,Upper Peralta Creek/ Bartlett,2014
3036,9,domestic_violence,Upper Peralta Creek/ Bartlett,2015
3037,15,domestic_violence,Upper Rockridge,2007
3038,16,domestic_violence,Upper Rockridge,2008
3039,12,domestic_violence,Upper Rockridge,2009
3040,13,domestic_violence,Upper Rockridge,2010
3041,16,domestic_violence,Upper Rockridge,2011
3042,12,domestic_violence,Upper Rockridge,2012
3043,7,domestic_violence,Upper Rockridge,2013
3044,1,domestic_violence,Upper Rockridge,2014
3045,2,domestic_violence,Upper Rockridge,2015
3046,9,domestic_violence,Waverly,2007
3047,4,domestic_violence,Waverly,2008
3048,8,domestic_violence,Waverly,2009
3049,7,domestic_violence,Waverly,2010
3050,11,domestic_violence,Waverly,2011
3051,19,domestic_violence,Waverly,2012
3052,2,domestic_violence,Waverly,2013
3053,7,domestic_violence,Waverly,2014
3054,3,domestic_violence,Waverly,2015
3055,197,domestic_violence,Webster,2007
3056,219,domestic_violence,Webster,2008
3057,159,domestic_violence,Webster,2009
3058,180,domestic_violence,Webster,2010
3059,161,domestic_violence,Webster,2011
3060,153,domestic_violence,Webster,2012
3061,159,domestic_violence,Webster,2013
3062,70,domestic_violence,Webster,2014
3063,41,domestic_violence,Webster,2015
3064,68,domestic_violence,Woodland,2007
3065,30,domestic_violence,Woodland,2008
3066,20,domestic_violence,Woodland,2009
3067,54,domestic_violence,Woodland,2010
3068,59,domestic_violence,Woodland,2011
3069,48,domestic_violence,Woodland,2012
3070,24,domestic_violence,Woodland,2013
3071,19,domestic_violence,Woodland,2014
3072,7,domestic_violence,Woodland,2015
3073,1,domestic_violence,Woodminster,2007
3074,3,domestic_violence,Woodminster,2008
3075,3,domestic_violence,Woodminster,2009
3076,2,domestic_violence,Woodminster,2010
3077,3,domestic_violence,Woodminster,2011
3078,6,domestic_violence,Woodminster,2012
3079,4,domestic_violence,Woodminster,2013
3080,1,domestic_violence,Woodminster,2015
3081,18,homicide,Acorn/ Acorn Industrial,2007
3082,11,homicide,Acorn/ Acorn Industrial,2008
3083,11,homicide,Acorn/ Acorn Industrial,2009
3084,8,homicide,Acorn/ Acorn Industrial,2010
3085,4,homicide,Acorn/ Acorn Industrial,2011
3086,13,homicide,Acorn/ Acorn Industrial,2012
3087,3,homicide,Acorn/ Acorn Industrial,2013
3088,6,homicide,Adams Point,2007
3089,26,homicide,Adams Point,2008
3090,19,homicide,Adams Point,2009
3091,10,homicide,Adams Point,2010
3092,11,homicide,Adams Point,2011
3093,9,homicide,Adams Point,2012
3094,11,homicide,Adams Point,2013
3095,9,homicide,Allendale,2007
3096,15,homicide,Allendale,2008
3097,8,homicide,Allendale,2009
3098,3,homicide,Allendale,2010
3099,16,homicide,Allendale,2011
3100,17,homicide,Allendale,2012
3101,5,homicide,Allendale,2013
3102,1,homicide,Allendale,2015
3103,12,homicide,Arroyo Viejo,2007
3104,4,homicide,Arroyo Viejo,2008
3105,2,homicide,Arroyo Viejo,2009
3106,14,homicide,Arroyo Viejo,2010
3107,19,homicide,Arroyo Viejo,2011
3108,8,homicide,Arroyo Viejo,2012
3109,13,homicide,Arroyo Viejo,2013
3110,1,homicide,Arroyo Viejo,2015
3111,5,homicide,Bancroft Business/ Havenscourt,2007
3112,17,homicide,Bancroft Business/ Havenscourt,2008
3113,12,homicide,Bancroft Business/ Havenscourt,2009
3114,6,homicide,Bancroft Business/ Havenscourt,2010
3115,10,homicide,Bancroft Business/ Havenscourt,2011
3116,11,homicide,Bancroft Business/ Havenscourt,2012
3117,7,homicide,Bancroft Business/ Havenscourt,2013
3118,2,homicide,Bartlett,2007
3119,1,homicide,Bartlett,2008
3120,4,homicide,Bartlett,2009
3121,3,homicide,Bartlett,2011
3122,2,homicide,Bella Vista,2007
3123,1,homicide,Bella Vista,2008
3124,2,homicide,Bella Vista,2009
3125,7,homicide,Bella Vista,2010
3126,3,homicide,Bella Vista,2011
3127,1,homicide,Bella Vista,2012
3128,1,homicide,Bella Vista,2014
3129,7,homicide,Brookfield Village,2007
3130,4,homicide,Brookfield Village,2008
3131,5,homicide,Brookfield Village,2009
3132,4,homicide,Brookfield Village,2010
3133,6,homicide,Brookfield Village,2011
3134,3,homicide,Brookfield Village,2012
3135,5,homicide,Brookfield Village,2013
3136,2,homicide,Brookfield Village,2014
3137,17,homicide,Bushrod,2007
3138,12,homicide,Bushrod,2008
3139,8,homicide,Bushrod,2009
3140,8,homicide,Bushrod,2010
3141,9,homicide,Bushrod,2011
3142,8,homicide,Bushrod,2012
3143,3,homicide,Bushrod,2013
3144,1,homicide,Caballo Hills,2007
3145,1,homicide,Caballo Hills,2008
3146,1,homicide,Caballo Hills,2010
3147,10,homicide,Castlemont,2007
3148,14,homicide,Castlemont,2008
3149,10,homicide,Castlemont,2009
3150,13,homicide,Castlemont,2010
3151,10,homicide,Castlemont,2011
3152,5,homicide,Castlemont,2012
3153,9,homicide,Castlemont,2013
3154,1,homicide,Castlemont,2014
3155,1,homicide,Castlemont,2015
3156,4,homicide,Chabot Park,2007
3157,5,homicide,Chabot Park,2008
3158,5,homicide,Chabot Park,2009
3159,6,homicide,Chabot Park,2010
3160,2,homicide,Chabot Park,2011
3161,4,homicide,Chabot Park,2012
3162,5,homicide,Chabot Park,2013
3163,7,homicide,Chinatown,2007
3164,11,homicide,Chinatown,2008
3165,10,homicide,Chinatown,2009
3166,12,homicide,Chinatown,2010
3167,16,homicide,Chinatown,2011
3168,8,homicide,Chinatown,2012
3169,8,homicide,Chinatown,2013
3170,5,homicide,Civic Center,2007
3171,8,homicide,Civic Center,2008
3172,7,homicide,Civic Center,2009
3173,6,homicide,Civic Center,2010
3174,1,homicide,Civic Center,2011
3175,2,homicide,Civic Center,2012
3176,5,homicide,Civic Center,2013
3177,2,homicide,Claremont,2007
3178,4,homicide,Claremont,2008
3179,3,homicide,Claremont,2009
3180,1,homicide,Claremont,2010
3181,2,homicide,Claremont,2011
3182,1,homicide,Claremont,2012
3183,2,homicide,Claremont,2013
3184,4,homicide,Clawson,2007
3185,5,homicide,Clawson,2008
3186,3,homicide,Clawson,2009
3187,10,homicide,Clawson,2010
3188,3,homicide,Clawson,2011
3189,6,homicide,Clawson,2012
3190,3,homicide,Clawson,2013
3191,1,homicide,Clawson,2015
3192,5,homicide,Cleveland Heights,2007
3193,2,homicide,Cleveland Heights,2008
3194,4,homicide,Cleveland Heights,2009
3195,13,homicide,Cleveland Heights,2010
3196,7,homicide,Cleveland Heights,2011
3197,10,homicide,Cleveland Heights,2012
3198,6,homicide,Cleveland Heights,2013
3199,17,homicide,Clinton,2007
3200,24,homicide,Clinton,2008
3201,13,homicide,Clinton,2009
3202,17,homicide,Clinton,2010
3203,9,homicide,Clinton,2011
3204,8,homicide,Clinton,2012
3205,10,homicide,Clinton,2013
3206,1,homicide,Clinton,2014
3207,7,homicide,Coliseum,2007
3208,4,homicide,Coliseum,2008
3209,1,homicide,Coliseum,2009
3210,6,homicide,Coliseum,2010
3211,4,homicide,Coliseum,2011
3212,1,homicide,Coliseum,2012
3213,3,homicide,Coliseum,2013
3214,1,homicide,Coliseum,2014
3215,1,homicide,Coliseum,2015
3216,5,homicide,Coliseum Industrial,2007
3217,4,homicide,Coliseum Industrial,2008
3218,13,homicide,Coliseum Industrial,2009
3219,8,homicide,Coliseum Industrial,2010
3220,2,homicide,Coliseum Industrial,2011
3221,1,homicide,Coliseum Industrial,2012
3222,2,homicide,Coliseum Industrial,2013
3223,3,homicide,Columbia Gardens,2007
3224,3,homicide,Columbia Gardens,2008
3225,1,homicide,Columbia Gardens,2009
3226,4,homicide,Columbia Gardens,2010
3227,2,homicide,Columbia Gardens,2011
3228,1,homicide,Columbia Gardens,2012
3229,11,homicide,Cox,2007
3230,5,homicide,Cox,2008
3231,9,homicide,Cox,2009
3232,7,homicide,Cox,2010
3233,4,homicide,Cox,2011
3234,7,homicide,Cox,2012
3235,11,homicide,Cox,2013
3236,4,homicide,Crestmont,2007
3237,3,homicide,Crestmont,2008
3238,3,homicide,Crestmont,2009
3239,3,homicide,Crestmont,2010
3240,5,homicide,Crestmont,2011
3241,4,homicide,Crestmont,2012
3242,1,homicide,Crestmont,2013
3243,2,homicide,Crocker Highland,2007
3244,1,homicide,Crocker Highland,2008
3245,3,homicide,Crocker Highland,2009
3246,1,homicide,Crocker Highland,2010
3247,1,homicide,Crocker Highland,2011
3248,4,homicide,Crocker Highland,2012
3249,2,homicide,Crocker Highland,2013
3250,3,homicide,Dimond,2007
3251,3,homicide,Dimond,2008
3252,4,homicide,Dimond,2009
3253,9,homicide,Dimond,2010
3254,2,homicide,Dimond,2012
3255,17,homicide,Downtown,2007
3256,22,homicide,Downtown,2008
3257,14,homicide,Downtown,2009
3258,14,homicide,Downtown,2010
3259,14,homicide,Downtown,2011
3260,12,homicide,Downtown,2012
3261,3,homicide,Downtown,2013
3262,3,homicide,Downtown,2014
3263,1,homicide,Downtown,2015
3264,2,homicide,Durant Manor,2007
3265,3,homicide,Durant Manor,2008
3266,1,homicide,Durant Manor,2010
3267,3,homicide,Durant Manor,2011
3268,4,homicide,Durant Manor,2012
3269,1,homicide,Durant Manor,2013
3270,1,homicide,Durant Manor,2014
3271,3,homicide,East Peralta,2007
3272,12,homicide,East Peralta,2008
3273,6,homicide,East Peralta,2009
3274,4,homicide,East Peralta,2010
3275,4,homicide,East Peralta,2011
3276,1,homicide,East Peralta,2012
3277,5,homicide,East Peralta,2013
3278,13,homicide,Eastmont,2007
3279,8,homicide,Eastmont,2008
3280,4,homicide,Eastmont,2009
3281,3,homicide,Eastmont,2010
3282,2,homicide,Eastmont,2011
3283,6,homicide,Eastmont,2012
3284,7,homicide,Eastmont,2013
3285,4,homicide,Eastmont,2014
3286,4,homicide,Eastmont Hills,2007
3287,5,homicide,Eastmont Hills,2008
3288,6,homicide,Eastmont Hills,2009
3289,5,homicide,Eastmont Hills,2010
3290,2,homicide,Eastmont Hills,2011
3291,4,homicide,Eastmont Hills,2012
3292,13,homicide,Eastmont Hills,2013
3293,1,homicide,Eastmont Hills,2014
3294,6,homicide,Elmhurst Park,2007
3295,13,homicide,Elmhurst Park,2008
3296,8,homicide,Elmhurst Park,2009
3297,3,homicide,Elmhurst Park,2010
3298,2,homicide,Elmhurst Park,2011
3299,3,homicide,Elmhurst Park,2012
3300,4,homicide,Elmhurst Park,2013
3301,4,homicide,Fairfax,2007
3302,5,homicide,Fairfax,2008
3303,7,homicide,Fairfax,2009
3304,6,homicide,Fairfax,2010
3305,7,homicide,Fairfax,2011
3306,4,homicide,Fairfax,2012
3307,8,homicide,Fairfax,2013
3308,3,homicide,Fairfax Business/  Wentworth/ Holland,2007
3309,3,homicide,Fairfax Business/  Wentworth/ Holland,2008
3310,2,homicide,Fairfax Business/  Wentworth/ Holland,2009
3311,2,homicide,Fairfax Business/  Wentworth/ Holland,2010
3312,2,homicide,Fairfax Business/  Wentworth/ Holland,2011
3313,2,homicide,Fairfax Business/  Wentworth/ Holland,2012
3314,3,homicide,Fairfax Business/  Wentworth/ Holland,2013
3315,7,homicide,Fairview Park,2007
3316,5,homicide,Fairview Park,2008
3317,6,homicide,Fairview Park,2009
3318,6,homicide,Fairview Park,2010
3319,2,homicide,Fairview Park,2011
3320,2,homicide,Fairview Park,2012
3321,4,homicide,Fairview Park,2013
3322,6,homicide,Fitchburg,2007
3323,6,homicide,Fitchburg,2008
3324,4,homicide,Fitchburg,2009
3325,6,homicide,Fitchburg,2010
3326,4,homicide,Fitchburg,2011
3327,2,homicide,Fitchburg,2012
3328,7,homicide,Fitchburg,2013
3329,1,homicide,Fitchburg,2014
3330,3,homicide,Foothill Square,2007
3331,7,homicide,Foothill Square,2008
3332,3,homicide,Foothill Square,2009
3333,3,homicide,Foothill Square,2010
3334,3,homicide,Foothill Square,2011
3335,4,homicide,Foothill Square,2012
3336,1,homicide,Foothill Square,2013
3337,1,homicide,Forestland,2007
3338,2,homicide,Forestland,2008
3339,2,homicide,Forestland,2013
3340,9,homicide,Fremont,2007
3341,12,homicide,Fremont,2008
3342,19,homicide,Fremont,2009
3343,9,homicide,Fremont,2010
3344,8,homicide,Fremont,2011
3345,9,homicide,Fremont,2012
3346,6,homicide,Fremont,2013
3347,1,homicide,Fremont,2014
3348,8,homicide,Frick,2007
3349,10,homicide,Frick,2008
3350,4,homicide,Frick,2009
3351,3,homicide,Frick,2010
3352,3,homicide,Frick,2011
3353,4,homicide,Frick,2012
3354,4,homicide,Frick,2013
3355,3,homicide,Fruitvale Station,2007
3356,5,homicide,Fruitvale Station,2008
3357,5,homicide,Fruitvale Station,2009
3358,3,homicide,Fruitvale Station,2010
3359,2,homicide,Fruitvale Station,2011
3360,1,homicide,Fruitvale Station,2012
3361,7,homicide,Gaskill,2007
3362,6,homicide,Gaskill,2008
3363,2,homicide,Gaskill,2009
3364,5,homicide,Gaskill,2010
3365,4,homicide,Gaskill,2011
3366,1,homicide,Gaskill,2012
3367,2,homicide,Gaskill,2013
3368,1,homicide,Gaskill,2014
3369,1,homicide,Glen Highlands,2007
3370,1,homicide,Glen Highlands,2008
3371,3,homicide,Glen Highlands,2009
3372,1,homicide,Glen Highlands,2010
3373,5,homicide,Glen Highlands,2012
3374,1,homicide,Glen Highlands,2013
3375,6,homicide,Glenview,2007
3376,7,homicide,Glenview,2008
3377,8,homicide,Glenview,2009
3378,4,homicide,Glenview,2010
3379,5,homicide,Glenview,2011
3380,9,homicide,Glenview,2012
3381,6,homicide,Glenview,2013
3382,2,homicide,Golden Gate,2007
3383,2,homicide,Golden Gate,2008
3384,1,homicide,Golden Gate,2009
3385,2,homicide,Golden Gate,2011
3386,1,homicide,Golden Gate,2012
3387,1,homicide,Golden Gate,2013
3388,3,homicide,Golf Links,2007
3389,4,homicide,Golf Links,2008
3390,5,homicide,Golf Links,2009
3391,1,homicide,Golf Links,2011
3392,5,homicide,Golf Links,2013
3393,6,homicide,Grand Lake,2007
3394,10,homicide,Grand Lake,2008
3395,4,homicide,Grand Lake,2009
3396,1,homicide,Grand Lake,2010
3397,4,homicide,Grand Lake,2011
3398,1,homicide,Grand Lake,2012
3399,5,homicide,Grand Lake,2013
